Column,Behaviour,Actor,Receiver,Focal,T_start,T_stop,period,treatment_rep,T_start_UNIX,T_stop_UNIX,duration
1056,SG,26,NA,26,2021-04-26T11:25:08.351104653Z,2021-04-26T11:25:18.976200563Z,pre,R9SP,2021-04-26 11:25:08,2021-04-26 11:25:18,10.6250958442688
1057,SG,26,NA,26,2021-04-26T11:25:24.476629483Z,2021-04-26T11:25:37.851356630Z,pre,R9SP,2021-04-26 11:25:24,2021-04-26 11:25:37,13.3747272491455
1058,SG,27,NA,27,2021-04-26T11:23:15.100064003Z,2021-04-26T11:23:18.100096397Z,pre,R9SP,2021-04-26 11:23:15,2021-04-26 11:23:18,3.00003242492676
1059,SG,27,NA,27,2021-04-26T11:23:28.350570568Z,2021-04-26T11:23:38.600709924Z,pre,R9SP,2021-04-26 11:23:28,2021-04-26 11:23:38,10.2501392364502
1060,SG,27,NA,27,2021-04-26T11:24:00.475478157Z,2021-04-26T11:24:11.225550308Z,pre,R9SP,2021-04-26 11:24:00,2021-04-26 11:24:11,10.7500722408295
1061,SG,28,NA,28,2021-04-26T11:11:21.093535770Z,2021-04-26T11:15:05.720588035Z,pre,R9SP,2021-04-26 11:11:21,2021-04-26 11:15:05,224.627052307129
1063,SG,28,NA,28,2021-04-26T11:15:56.971439670Z,2021-04-26T11:16:12.346191195Z,pre,R9SP,2021-04-26 11:15:56,2021-04-26 11:16:12,15.3747515678406
1066,FR,28,22,28,2021-04-26T11:19:53.098227470Z,2021-04-26T11:20:16.848435953Z,pre,R9SP,2021-04-26 11:19:53,2021-04-26 11:20:16,23.7502083778381
1067,SG,28,NA,28,2021-04-26T11:25:43.726406308Z,2021-04-26T11:25:54.351520438Z,pre,R9SP,2021-04-26 11:25:43,2021-04-26 11:25:54,10.6251142024994
1068,SG,29,NA,29,2021-04-26T11:19:08.972818100Z,2021-04-26T11:19:11.597838866Z,pre,R9SP,2021-04-26 11:19:08,2021-04-26 11:19:11,2.62502074241638
1069,SG,29,NA,29,2021-04-26T11:24:07.475551716Z,2021-04-26T11:24:41.850850940Z,pre,R9SP,2021-04-26 11:24:07,2021-04-26 11:24:41,34.3752994537354
1070,SG,29,NA,29,2021-04-26T11:24:52.600821628Z,2021-04-26T11:25:16.851172035Z,pre,R9SP,2021-04-26 11:24:52,2021-04-26 11:25:16,24.2503502368927
1071,SG,29,NA,29,2021-04-26T11:25:27.851205867Z,2021-04-26T11:26:20.976696749Z,pre,R9SP,2021-04-26 11:25:27,2021-04-26 11:26:20,53.1254909038544
1073,SG,30,NA,30,2021-04-26T11:19:17.972891671Z,2021-04-26T11:19:25.598347992Z,pre,R9SP,2021-04-26 11:19:17,2021-04-26 11:19:25,7.6254563331604
1074,SG,31,NA,31,2021-04-26T11:12:52.469368740Z,2021-04-26T11:13:15.094623344Z,pre,R9SP,2021-04-26 11:12:52,2021-04-26 11:13:15,22.6252546310425
1075,SG,31,NA,31,2021-04-26T11:13:41.719821845Z,2021-04-26T11:13:55.969941412Z,pre,R9SP,2021-04-26 11:13:41,2021-04-26 11:13:55,14.2501194477081
1076,SG,31,NA,31,2021-04-26T11:14:01.594893576Z,2021-04-26T11:14:16.970150500Z,pre,R9SP,2021-04-26 11:14:01,2021-04-26 11:14:16,15.3752567768097
1077,SG,31,NA,31,2021-04-26T11:15:42.720928229Z,2021-04-26T11:15:55.971475860Z,pre,R9SP,2021-04-26 11:15:42,2021-04-26 11:15:55,13.2505476474762
1078,SG,31,NA,31,2021-04-26T11:16:01.721100070Z,2021-04-26T11:16:06.721083170Z,pre,R9SP,2021-04-26 11:16:01,2021-04-26 11:16:06,4.99998307228088
1079,SG,31,NA,31,2021-04-26T11:16:57.096613415Z,2021-04-26T11:17:08.847096319Z,pre,R9SP,2021-04-26 11:16:57,2021-04-26 11:17:08,11.7504827976227
1080,SG,31,NA,31,2021-04-26T11:19:48.223027723Z,2021-04-26T11:19:51.598216260Z,pre,R9SP,2021-04-26 11:19:48,2021-04-26 11:19:51,3.37518858909607
1081,SG,31,NA,31,2021-04-26T11:19:57.223638084Z,2021-04-26T11:20:07.598261617Z,pre,R9SP,2021-04-26 11:19:57,2021-04-26 11:20:07,10.3746235370636
1082,SG,32,NA,32,2021-04-26T11:11:31.218628535Z,2021-04-26T11:11:35.593662480Z,pre,R9SP,2021-04-26 11:11:31,2021-04-26 11:11:35,4.37503385543823
1083,SG,32,NA,32,2021-04-26T11:11:38.843694854Z,2021-04-26T11:17:14.347195216Z,pre,R9SP,2021-04-26 11:11:38,2021-04-26 11:17:14,335.50350022316
1084,SG,32,NA,32,2021-04-26T11:17:15.096696841Z,2021-04-26T11:18:18.222314281Z,pre,R9SP,2021-04-26 11:17:15,2021-04-26 11:18:18,63.1256175041199
1085,SG,32,NA,32,2021-04-26T11:18:21.222232550Z,2021-04-26T11:18:45.847481341Z,pre,R9SP,2021-04-26 11:18:21,2021-04-26 11:18:45,24.625248670578
1086,SG,32,NA,32,2021-04-26T11:19:42.348106134Z,2021-04-26T11:19:58.348274096Z,pre,R9SP,2021-04-26 11:19:42,2021-04-26 11:19:58,16.0001678466797
1087,SG,34,NA,34,2021-04-26T11:11:48.718815774Z,2021-04-26T11:11:51.593812871Z,pre,R9SP,2021-04-26 11:11:48,2021-04-26 11:11:51,2.87499713897705
1089,SG,34,NA,34,2021-04-26T11:19:35.848489850Z,2021-04-26T11:19:42.598498299Z,pre,R9SP,2021-04-26 11:19:35,2021-04-26 11:19:42,6.75000858306885
1091,SG,34,NA,34,2021-04-26T11:20:19.348448176Z,2021-04-26T11:20:21.473424033Z,pre,R9SP,2021-04-26 11:20:19,2021-04-26 11:20:21,2.12497568130493
1094,SG,34,NA,34,2021-04-26T11:23:34.225142480Z,2021-04-26T11:23:58.225448167Z,pre,R9SP,2021-04-26 11:23:34,2021-04-26 11:23:58,24.0003056526184
1095,SG,34,NA,34,2021-04-26T11:24:55.100979695Z,2021-04-26T11:24:57.350988998Z,pre,R9SP,2021-04-26 11:24:55,2021-04-26 11:24:57,2.25000929832458
1096,SG,1,NA,1,2021-04-27T11:01:07.392113817Z,2021-04-27T11:01:45.017464008Z,post,R9SP,2021-04-27 11:01:07,2021-04-27 11:01:45,37.6253499984741
1098,SG,2,NA,2,2021-04-27T11:08:16.521181030Z,2021-04-27T11:08:30.771320791Z,post,R9SP,2021-04-27 11:08:16,2021-04-27 11:08:30,14.2501397132874
1099,SG,2,NA,2,2021-04-27T11:08:52.896544852Z,2021-04-27T11:09:04.146608290Z,post,R9SP,2021-04-27 11:08:52,2021-04-27 11:09:04,11.250063419342
1100,FR,2,28,2,2021-04-27T11:09:09.646690935Z,2021-04-27T11:09:13.646739372Z,post,R9SP,2021-04-27 11:09:09,2021-04-27 11:09:13,4.00004863739014
1101,SG,2,NA,2,2021-04-27T11:09:13.646739372Z,2021-04-27T11:09:29.396878545Z,post,R9SP,2021-04-27 11:09:13,2021-04-27 11:09:29,15.7501389980316
1102,SG,3,NA,3,2021-04-27T10:56:20.514402190Z,2021-04-27T10:56:28.014477225Z,post,R9SP,2021-04-27 10:56:20,2021-04-27 10:56:28,7.50007510185242
1103,SG,3,NA,3,2021-04-27T10:56:59.389744711Z,2021-04-27T10:57:14.889886945Z,post,R9SP,2021-04-27 10:56:59,2021-04-27 10:57:14,15.5001420974731
1104,SG,3,NA,3,2021-04-27T10:58:35.515657322Z,2021-04-27T10:58:39.015700758Z,post,R9SP,2021-04-27 10:58:35,2021-04-27 10:58:39,3.5000433921814
1105,SG,3,NA,3,2021-04-27T10:58:47.140739111Z,2021-04-27T10:58:53.890793229Z,post,R9SP,2021-04-27 10:58:47,2021-04-27 10:58:53,6.75005412101746
1106,SG,3,NA,3,2021-04-27T10:59:13.265990441Z,2021-04-27T10:59:20.766071522Z,post,R9SP,2021-04-27 10:59:13,2021-04-27 10:59:20,7.50008106231689
1107,SG,3,NA,3,2021-04-27T11:00:01.516472638Z,2021-04-27T11:01:04.017073377Z,post,R9SP,2021-04-27 11:00:01,2021-04-27 11:01:04,62.5006008148193
1108,G,3,18,3,2021-04-27T11:01:10.017134447Z,2021-04-27T11:02:31.767841362Z,post,R9SP,2021-04-27 11:01:10,2021-04-27 11:02:31,81.750706911087
1109,SG,3,NA,3,2021-04-27T11:02:50.268090382Z,2021-04-27T11:03:10.393209784Z,post,R9SP,2021-04-27 11:02:50,2021-04-27 11:03:10,20.1251192092896
1112,SG,3,NA,3,2021-04-27T11:05:58.394891004Z,2021-04-27T11:06:03.269924722Z,post,R9SP,2021-04-27 11:05:58,2021-04-27 11:06:03,4.87503361701965
1113,T,3,12,3,2021-04-27T11:06:20.520095478Z,2021-04-27T11:06:34.020222289Z,post,R9SP,2021-04-27 11:06:20,2021-04-27 11:06:34,13.5001266002655
1114,T,3,22,3,2021-04-27T11:06:50.520360500Z,2021-04-27T11:06:57.020429083Z,post,R9SP,2021-04-27 11:06:50,2021-04-27 11:06:57,6.50006866455078
1115,SG,3,NA,3,2021-04-27T11:09:31.646903332Z,2021-04-27T11:10:29.647453499Z,post,R9SP,2021-04-27 11:09:31,2021-04-27 11:10:29,58.0005502700806
1116,SG,3,NA,3,2021-04-27T11:10:45.647611310Z,2021-04-27T11:10:55.772708489Z,post,R9SP,2021-04-27 11:10:45,2021-04-27 11:10:55,10.1250970363617
1117,FR,3,30,3,2021-04-27T11:10:58.272773480Z,2021-04-27T11:11:02.397762296Z,post,R9SP,2021-04-27 11:10:58,2021-04-27 11:11:02,4.12498879432678
1118,SG,4,NA,4,2021-04-27T10:58:35.390659841Z,2021-04-27T10:58:45.390714457Z,post,R9SP,2021-04-27 10:58:35,2021-04-27 10:58:45,10.0000545978546
1119,SG,4,NA,4,2021-04-27T11:01:04.142080424Z,2021-04-27T11:01:29.017283600Z,post,R9SP,2021-04-27 11:01:04,2021-04-27 11:01:29,24.875203371048
1120,CR,4,19,4,2021-04-27T11:05:03.269358575Z,2021-04-27T11:05:26.894569436Z,post,R9SP,2021-04-27 11:05:03,2021-04-27 11:05:26,23.6252107620239
1121,CR,4,19,4,2021-04-27T11:07:10.770572837Z,2021-04-27T11:08:04.396069592Z,post,R9SP,2021-04-27 11:07:10,2021-04-27 11:08:04,53.6254966259003
1122,CR,4,19,4,2021-04-27T11:08:28.521296910Z,2021-04-27T11:08:32.771353456Z,post,R9SP,2021-04-27 11:08:28,2021-04-27 11:08:32,4.25005650520325
1123,CR,4,19,4,2021-04-27T11:09:03.021640700Z,2021-04-27T11:09:35.646947954Z,post,R9SP,2021-04-27 11:09:03,2021-04-27 11:09:35,32.6253070831299
1124,FR,4,33,4,2021-04-27T11:09:58.272167701Z,2021-04-27T11:10:17.772341373Z,post,R9SP,2021-04-27 11:09:58,2021-04-27 11:10:17,19.5001738071442
1125,SG,4,NA,4,2021-04-27T11:11:13.397884453Z,2021-04-27T11:11:20.898019247Z,post,R9SP,2021-04-27 11:11:13,2021-04-27 11:11:20,7.50013494491577
1126,SG,5,NA,5,2021-04-27T10:56:32.514481571Z,2021-04-27T10:56:42.389593393Z,post,R9SP,2021-04-27 10:56:32,2021-04-27 10:56:42,9.8751118183136
1127,SG,5,NA,5,2021-04-27T10:57:56.140289398Z,2021-04-27T10:58:01.765344987Z,post,R9SP,2021-04-27 10:57:56,2021-04-27 10:58:01,5.62505578994751
1128,SG,5,NA,5,2021-04-27T11:00:01.016482513Z,2021-04-27T11:00:07.891539095Z,post,R9SP,2021-04-27 11:00:01,2021-04-27 11:00:07,6.87505650520325
1129,SG,5,NA,5,2021-04-27T11:01:57.017574136Z,2021-04-27T11:02:40.142977580Z,post,R9SP,2021-04-27 11:01:57,2021-04-27 11:02:40,43.1254034042358
1130,SG,5,NA,5,2021-04-27T11:04:53.769257728Z,2021-04-27T11:04:59.269319217Z,post,R9SP,2021-04-27 11:04:53,2021-04-27 11:04:59,5.50006151199341
1131,G,5,32,5,2021-04-27T11:05:15.144430066Z,2021-04-27T11:05:52.894845805Z,post,R9SP,2021-04-27 11:05:15,2021-04-27 11:05:52,37.7504155635834
1132,SG,5,NA,5,2021-04-27T11:05:52.894845805Z,2021-04-27T11:05:57.769888436Z,post,R9SP,2021-04-27 11:05:52,2021-04-27 11:05:57,4.87504267692566
1133,SG,5,NA,5,2021-04-27T11:06:19.520077099Z,2021-04-27T11:06:41.270339491Z,post,R9SP,2021-04-27 11:06:19,2021-04-27 11:06:41,21.7502624988556
1134,CB,5,NA,5,2021-04-27T11:06:56.895361995Z,2021-04-27T11:07:10.270546991Z,post,R9SP,2021-04-27 11:06:56,2021-04-27 11:07:10,13.3751850128174
1135,CB,5,NA,5,2021-04-27T11:07:44.020874620Z,2021-04-27T11:07:57.270937563Z,post,R9SP,2021-04-27 11:07:44,2021-04-27 11:07:57,13.2500629425049
1136,SG,5,NA,5,2021-04-27T11:07:59.271029877Z,2021-04-27T11:08:06.646101935Z,post,R9SP,2021-04-27 11:07:59,2021-04-27 11:08:06,7.37507200241089
1137,SG,5,NA,5,2021-04-27T11:08:24.646262715Z,2021-04-27T11:08:30.396328524Z,post,R9SP,2021-04-27 11:08:24,2021-04-27 11:08:30,5.75006580352783
1138,SG,5,NA,5,2021-04-27T11:09:03.146638616Z,2021-04-27T11:09:07.271644880Z,post,R9SP,2021-04-27 11:09:03,2021-04-27 11:09:07,4.12500619888306
1139,SG,5,NA,5,2021-04-27T11:09:23.146829689Z,2021-04-27T11:09:25.271841193Z,post,R9SP,2021-04-27 11:09:23,2021-04-27 11:09:25,2.12501168251038
1140,SG,5,NA,5,2021-04-27T11:09:29.771883188Z,2021-04-27T11:09:42.647006686Z,post,R9SP,2021-04-27 11:09:29,2021-04-27 11:09:42,12.875123500824
1141,FR,5,31,5,2021-04-27T11:11:13.272804404Z,2021-04-27T11:11:16.897954226Z,post,R9SP,2021-04-27 11:11:13,2021-04-27 11:11:16,3.62514972686768
1143,SG,6,NA,6,2021-04-27T11:11:10.897860736Z,2021-04-27T11:11:20.648026416Z,post,R9SP,2021-04-27 11:11:10,2021-04-27 11:11:20,9.75016570091248
1144,SG,7,NA,7,2021-04-27T10:58:05.640378703Z,2021-04-27T10:58:50.015769283Z,post,R9SP,2021-04-27 10:58:05,2021-04-27 10:58:50,44.3753905296326
1145,SG,7,NA,7,2021-04-27T10:59:56.141434744Z,2021-04-27T11:00:21.391639828Z,post,R9SP,2021-04-27 10:59:56,2021-04-27 11:00:21,25.250205039978
1146,SG,7,NA,7,2021-04-27T11:02:43.143010845Z,2021-04-27T11:03:42.768540959Z,post,R9SP,2021-04-27 11:02:43,2021-04-27 11:03:42,59.6255300045013
1147,SG,7,NA,7,2021-04-27T11:08:27.146294165Z,2021-04-27T11:08:32.271320904Z,post,R9SP,2021-04-27 11:08:27,2021-04-27 11:08:32,5.12502670288086
1148,SG,7,NA,7,2021-04-27T11:10:40.022521587Z,2021-04-27T11:10:44.897607219Z,post,R9SP,2021-04-27 11:10:40,2021-04-27 11:10:44,4.87508583068848
1149,SG,8,NA,8,2021-04-27T10:56:37.764535915Z,2021-04-27T10:56:54.389706847Z,post,R9SP,2021-04-27 10:56:37,2021-04-27 10:56:54,16.6251709461212
1150,SG,8,NA,8,2021-04-27T10:57:37.890168036Z,2021-04-27T10:57:43.140169082Z,post,R9SP,2021-04-27 10:57:37,2021-04-27 10:57:43,5.2500011920929
1151,SG,9,NA,9,2021-04-27T10:56:30.889405906Z,2021-04-27T10:56:38.889545654Z,post,R9SP,2021-04-27 10:56:30,2021-04-27 10:56:38,8.00013971328735
1152,G,9,23,9,2021-04-27T10:57:05.014805950Z,2021-04-27T10:57:07.889829263Z,post,R9SP,2021-04-27 10:57:05,2021-04-27 10:57:07,2.87502312660217
1153,SG,9,NA,9,2021-04-27T10:57:18.389933402Z,2021-04-27T10:57:35.765097922Z,post,R9SP,2021-04-27 10:57:18,2021-04-27 10:57:35,17.3751645088196
1154,SG,9,NA,9,2021-04-27T10:58:36.390668850Z,2021-04-27T10:58:46.515734258Z,post,R9SP,2021-04-27 10:58:36,2021-04-27 10:58:46,10.1250653266907
1155,SG,9,NA,9,2021-04-27T10:59:38.266232864Z,2021-04-27T11:00:03.891501451Z,post,R9SP,2021-04-27 10:59:38,2021-04-27 11:00:03,25.6252684593201
1156,G,9,23,9,2021-04-27T11:01:38.642402042Z,2021-04-27T11:01:52.392536338Z,post,R9SP,2021-04-27 11:01:38,2021-04-27 11:01:52,13.7501344680786
1157,SG,9,NA,9,2021-04-27T11:01:58.392591132Z,2021-04-27T11:02:02.392622681Z,post,R9SP,2021-04-27 11:01:58,2021-04-27 11:02:02,4.00003147125244
1158,SG,9,NA,9,2021-04-27T11:02:05.142645767Z,2021-04-27T11:02:32.517906503Z,post,R9SP,2021-04-27 11:02:05,2021-04-27 11:02:32,27.375260591507
1159,SG,9,NA,9,2021-04-27T11:02:38.892980773Z,2021-04-27T11:02:58.268094471Z,post,R9SP,2021-04-27 11:02:38,2021-04-27 11:02:58,19.3751137256622
1160,FR,9,11,9,2021-04-27T11:03:06.268169692Z,2021-04-27T11:03:08.143188436Z,post,R9SP,2021-04-27 11:03:06,2021-04-27 11:03:08,1.87501883506775
1161,SG,9,NA,9,2021-04-27T11:05:39.519725881Z,2021-04-27T11:05:44.019759733Z,post,R9SP,2021-04-27 11:05:39,2021-04-27 11:05:44,4.50003385543823
1162,SG,9,NA,9,2021-04-27T11:05:51.644834922Z,2021-04-27T11:06:05.019975149Z,post,R9SP,2021-04-27 11:05:51,2021-04-27 11:06:05,13.3751401901245
1163,SG,9,NA,9,2021-04-27T11:07:18.020602409Z,2021-04-27T11:07:34.270787423Z,post,R9SP,2021-04-27 11:07:18,2021-04-27 11:07:34,16.2501850128174
1164,FR,9,11,9,2021-04-27T11:07:46.145910562Z,2021-04-27T11:07:55.020988745Z,post,R9SP,2021-04-27 11:07:46,2021-04-27 11:07:55,8.87507820129395
1166,SG,10,NA,10,2021-04-27T10:57:20.139945568Z,2021-04-27T10:57:30.015043832Z,post,R9SP,2021-04-27 10:57:20,2021-04-27 10:57:30,9.87509822845459
1167,FR,10,13,10,2021-04-27T11:01:56.892591138Z,2021-04-27T11:02:03.392634913Z,post,R9SP,2021-04-27 11:01:56,2021-04-27 11:02:03,6.50004363059998
1168,SG,10,NA,10,2021-04-27T11:03:02.643135230Z,2021-04-27T11:03:12.893297083Z,post,R9SP,2021-04-27 11:03:02,2021-04-27 11:03:12,10.2501618862152
1169,CR,10,23,10,2021-04-27T11:05:52.894845805Z,2021-04-27T11:05:55.644920569Z,post,R9SP,2021-04-27 11:05:52,2021-04-27 11:05:55,2.75007486343384
1170,FR,10,28,10,2021-04-27T11:06:16.020052663Z,2021-04-27T11:06:22.270106096Z,post,R9SP,2021-04-27 11:06:16,2021-04-27 11:06:22,6.25005340576172
1171,G,10,15,10,2021-04-27T11:07:08.520549904Z,2021-04-27T11:07:14.020602701Z,post,R9SP,2021-04-27 11:07:08,2021-04-27 11:07:14,5.50005269050598
1172,FR,10,17,10,2021-04-27T11:10:23.897407420Z,2021-04-27T11:10:27.397432005Z,post,R9SP,2021-04-27 11:10:23,2021-04-27 11:10:27,3.50002455711365
1173,FR,10,18,10,2021-04-27T11:11:09.022841233Z,2021-04-27T11:11:14.022946473Z,post,R9SP,2021-04-27 11:11:09,2021-04-27 11:11:14,5.00010514259338
1174,SG,11,NA,11,2021-04-27T10:56:43.264588350Z,2021-04-27T10:57:00.014758489Z,post,R9SP,2021-04-27 10:56:43,2021-04-27 10:57:00,16.7501702308655
1175,SG,11,NA,11,2021-04-27T11:01:01.892057228Z,2021-04-27T11:01:05.642090709Z,post,R9SP,2021-04-27 11:01:01,2021-04-27 11:01:05,3.75003361701965
1176,SG,11,NA,11,2021-04-27T11:01:34.642401524Z,2021-04-27T11:02:01.017614905Z,post,R9SP,2021-04-27 11:01:34,2021-04-27 11:02:01,26.3752133846283
1177,SG,11,NA,11,2021-04-27T11:02:02.392622681Z,2021-04-27T11:02:27.767805233Z,post,R9SP,2021-04-27 11:02:02,2021-04-27 11:02:27,25.3751826286316
1179,G,11,16,11,2021-04-27T11:03:30.143402101Z,2021-04-27T11:03:45.393606500Z,post,R9SP,2021-04-27 11:03:30,2021-04-27 11:03:45,15.2502043247223
1180,SG,11,NA,11,2021-04-27T11:03:52.018669250Z,2021-04-27T11:03:58.518738427Z,post,R9SP,2021-04-27 11:03:52,2021-04-27 11:03:58,6.50006914138794
1181,SG,11,NA,11,2021-04-27T11:04:00.643760262Z,2021-04-27T11:04:07.518843748Z,post,R9SP,2021-04-27 11:04:00,2021-04-27 11:04:07,6.87508344650269
1182,SG,11,NA,11,2021-04-27T11:06:48.895361991Z,2021-04-27T11:06:58.770441608Z,post,R9SP,2021-04-27 11:06:48,2021-04-27 11:06:58,9.87507963180542
1183,SG,11,NA,11,2021-04-27T11:07:06.020533102Z,2021-04-27T11:07:21.770625297Z,post,R9SP,2021-04-27 11:07:06,2021-04-27 11:07:21,15.7500922679901
1185,G,11,9,11,2021-04-27T11:07:55.020988745Z,2021-04-27T11:08:00.896039788Z,post,R9SP,2021-04-27 11:07:55,2021-04-27 11:08:00,5.87505102157593
1186,SG,11,NA,11,2021-04-27T11:08:02.646063204Z,2021-04-27T11:08:05.771081584Z,post,R9SP,2021-04-27 11:08:02,2021-04-27 11:08:05,3.12501859664917
1187,SG,11,NA,11,2021-04-27T11:08:13.396123594Z,2021-04-27T11:08:16.021178208Z,post,R9SP,2021-04-27 11:08:13,2021-04-27 11:08:16,2.62505459785461
1188,SG,11,NA,11,2021-04-27T11:10:08.897264212Z,2021-04-27T11:10:34.397505421Z,post,R9SP,2021-04-27 11:10:08,2021-04-27 11:10:34,25.5002412796021
1189,SG,11,NA,11,2021-04-27T11:10:39.022538428Z,2021-04-27T11:11:21.148025847Z,post,R9SP,2021-04-27 11:10:39,2021-04-27 11:11:21,42.1254873275757
1190,SG,12,NA,12,2021-04-27T10:57:05.264806759Z,2021-04-27T10:57:10.514821994Z,post,R9SP,2021-04-27 10:57:05,2021-04-27 10:57:10,5.25001525878906
1191,SG,12,NA,12,2021-04-27T10:57:17.514927446Z,2021-04-27T10:57:34.890086764Z,post,R9SP,2021-04-27 10:57:17,2021-04-27 10:57:34,17.3751592636108
1192,SG,12,NA,12,2021-04-27T10:59:16.891057406Z,2021-04-27T10:59:19.891040604Z,post,R9SP,2021-04-27 10:59:16,2021-04-27 10:59:19,2.99998307228088
1193,SG,12,NA,12,2021-04-27T10:59:24.391082424Z,2021-04-27T10:59:31.266183161Z,post,R9SP,2021-04-27 10:59:24,2021-04-27 10:59:31,6.87510061264038
1194,SG,12,NA,12,2021-04-27T10:59:32.766201138Z,2021-04-27T10:59:38.641228070Z,post,R9SP,2021-04-27 10:59:32,2021-04-27 10:59:38,5.87502694129944
1195,SG,12,NA,12,2021-04-27T11:01:05.142091151Z,2021-04-27T11:01:30.517329985Z,post,R9SP,2021-04-27 11:01:05,2021-04-27 11:01:30,25.3752388954163
1196,SG,12,NA,12,2021-04-27T11:01:37.267419688Z,2021-04-27T11:01:39.642415299Z,post,R9SP,2021-04-27 11:01:37,2021-04-27 11:01:39,2.37499570846558
1197,SG,12,NA,12,2021-04-27T11:02:57.393082563Z,2021-04-27T11:03:03.143142755Z,post,R9SP,2021-04-27 11:02:57,2021-04-27 11:03:03,5.75006008148193
1198,SG,12,NA,12,2021-04-27T11:03:07.393178509Z,2021-04-27T11:03:10.018249283Z,post,R9SP,2021-04-27 11:03:07,2021-04-27 11:03:10,2.62507081031799
1199,SG,12,NA,12,2021-04-27T11:04:32.394051887Z,2021-04-27T11:04:43.769219758Z,post,R9SP,2021-04-27 11:04:32,2021-04-27 11:04:43,11.3751680850983
1200,SG,12,NA,12,2021-04-27T11:05:18.019489421Z,2021-04-27T11:05:28.019631347Z,post,R9SP,2021-04-27 11:05:18,2021-04-27 11:05:28,10.0001418590546
1201,SG,12,NA,12,2021-04-27T11:05:34.644645332Z,2021-04-27T11:06:15.520038390Z,post,R9SP,2021-04-27 11:05:34,2021-04-27 11:06:15,40.8753931522369
1203,SG,12,NA,12,2021-04-27T11:08:01.896055183Z,2021-04-27T11:08:24.396309052Z,post,R9SP,2021-04-27 11:08:01,2021-04-27 11:08:24,22.5002539157867
1204,SG,12,NA,12,2021-04-27T11:09:12.646733870Z,2021-04-27T11:11:20.522941065Z,post,R9SP,2021-04-27 11:09:12,2021-04-27 11:11:20,127.876207351685
1205,SG,13,NA,13,2021-04-27T10:58:44.765703874Z,2021-04-27T10:59:18.641065138Z,post,R9SP,2021-04-27 10:58:44,2021-04-27 10:59:18,33.8753612041473
1207,SG,13,NA,13,2021-04-27T11:02:17.267764517Z,2021-04-27T11:02:26.017784948Z,post,R9SP,2021-04-27 11:02:17,2021-04-27 11:02:26,8.75002026557922
1208,SG,13,NA,13,2021-04-27T11:05:55.769867026Z,2021-04-27T11:05:59.269891618Z,post,R9SP,2021-04-27 11:05:55,2021-04-27 11:05:59,3.50002455711365
1209,SG,13,NA,13,2021-04-27T11:06:03.644926170Z,2021-04-27T11:06:34.145221237Z,post,R9SP,2021-04-27 11:06:03,2021-04-27 11:06:34,30.5002951622009
1210,SG,13,NA,13,2021-04-27T11:06:40.520268349Z,2021-04-27T11:10:39.022538428Z,post,R9SP,2021-04-27 11:06:40,2021-04-27 11:10:39,238.502269983292
1211,SG,13,NA,13,2021-04-27T11:10:46.522620541Z,2021-04-27T11:10:58.522774025Z,post,R9SP,2021-04-27 11:10:46,2021-04-27 11:10:58,12.0001535415649
1212,SG,13,NA,13,2021-04-27T11:11:05.897801085Z,2021-04-27T11:11:20.773030117Z,post,R9SP,2021-04-27 11:11:05,2021-04-27 11:11:20,14.8752288818359
1213,SG,14,NA,14,2021-04-27T11:09:26.896872680Z,2021-04-27T11:11:02.647764579Z,post,R9SP,2021-04-27 11:09:26,2021-04-27 11:11:02,95.7508919239044
1214,SG,15,NA,15,2021-04-27T10:57:45.890188232Z,2021-04-27T10:57:58.140309695Z,post,R9SP,2021-04-27 10:57:45,2021-04-27 10:57:58,12.2501215934753
1215,SG,15,NA,15,2021-04-27T10:58:08.765408735Z,2021-04-27T10:59:23.141079504Z,post,R9SP,2021-04-27 10:58:08,2021-04-27 10:59:23,74.375670671463
1217,SG,16,NA,16,2021-04-27T10:57:29.015039174Z,2021-04-27T10:57:32.140061885Z,post,R9SP,2021-04-27 10:57:29,2021-04-27 10:57:32,3.12502264976501
1218,SG,16,NA,16,2021-04-27T10:58:04.015354255Z,2021-04-27T10:58:12.015441943Z,post,R9SP,2021-04-27 10:58:04,2021-04-27 10:58:12,8.00008773803711
1219,SG,16,NA,16,2021-04-27T11:00:19.266666044Z,2021-04-27T11:00:48.016926972Z,post,R9SP,2021-04-27 11:00:19,2021-04-27 11:00:48,28.7502610683441
1220,SG,16,NA,16,2021-04-27T11:01:11.017139740Z,2021-04-27T11:01:23.892338306Z,post,R9SP,2021-04-27 11:01:11,2021-04-27 11:01:23,12.8751986026764
1221,G,16,32,16,2021-04-27T11:02:26.517790417Z,2021-04-27T11:02:31.892880947Z,post,R9SP,2021-04-27 11:02:26,2021-04-27 11:02:31,5.37509059906006
1222,CR,16,32,16,2021-04-27T11:02:34.267923067Z,2021-04-27T11:02:36.642964935Z,post,R9SP,2021-04-27 11:02:34,2021-04-27 11:02:36,2.37504172325134
1223,G,16,32,16,2021-04-27T11:02:39.267996652Z,2021-04-27T11:02:42.893010433Z,post,R9SP,2021-04-27 11:02:39,2021-04-27 11:02:42,3.62501382827759
1224,SG,16,NA,16,2021-04-27T11:02:52.018107937Z,2021-04-27T11:03:41.518530418Z,post,R9SP,2021-04-27 11:02:52,2021-04-27 11:03:41,49.5004224777222
