"Colony","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","antID","AntTask1perc","prop_time_outside","colony_size","treatment","Exposed","IsAlive","IsQueen","N_exposed","Ct_mean","above_detection_threshold","Ant_status"
"R12BP","F2",35.21,35.23,"51-F12",0.002625258056896,"Big Pathogen","BP","Big",28,"forager",0.076,192,"Pathogen","untreated",TRUE,FALSE,16,35.22,"T","untreated forager"
"R1SP","D1",20.905,NA,"4-G10",7.74811396466071,"Small Pathogen","SP","Small",5,"nurse",0.01,35,"Pathogen","treated",TRUE,FALSE,3,20.905,"T","treated nurse"
"R5BP","H9",31.09,30.44,"21-H9",0.034437768320722,"Big Pathogen","BP","Big",18,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.765,"T","untreated nurse"
"R12BP","D7",33.19,33.04,"52-D7",0.005604011269914,"Big Pathogen","BP","Big",29,"forager",0.01,192,"Pathogen","untreated",TRUE,FALSE,16,33.115,"T","untreated forager"
"R5BP","G4",30.59,30.57,"20-G8",0.038816824138717,"Big Pathogen","BP","Big",19,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.58,"T","untreated nurse"
"R5BP","G4",29.59,29.38,"21-G4",0.078834260844042,"Big Pathogen","BP","Big",20,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,29.485,"T","untreated nurse"
"R12BP","B2",32.96,33.94,"51-B12",0.008131487523882,"Big Pathogen","BP","Big",30,"forager",0.143,192,"Pathogen","untreated",TRUE,FALSE,16,33.45,"T","untreated forager"
"R5BP","H4",28.84,28.89,"20-H8",0.117742973674223,"Big Pathogen","BP","Big",21,"forager",0.176,176,"Pathogen","untreated",TRUE,FALSE,17,28.865,"T","untreated forager"
"R5BP","E7",34.45,34.13,"21-E7",0.003519735269214,"Big Pathogen","BP","Big",22,"forager",0.106,176,"Pathogen","untreated",TRUE,FALSE,17,34.29,"T","untreated forager"
"R5BP","B8",27.27,27.27,"20-B12",0.330468447356638,"Big Pathogen","BP","Big",23,"nurse",0.006,176,"Pathogen","untreated",TRUE,FALSE,17,27.27,"T","untreated nurse"
"R5BP","C4",30.7,31.58,"21-C4",0.027018423204847,"Big Pathogen","BP","Big",24,"forager",0.071,176,"Pathogen","untreated",TRUE,FALSE,17,31.14,"T","untreated forager"
"R5BP","H5",32.11,32.57,"20-H9",0.012429681489752,"Big Pathogen","BP","Big",25,"forager",0.012,176,"Pathogen","untreated",TRUE,FALSE,17,32.34,"T","untreated forager"
"R5BP","B5",32.73,32.87,"20-B9",0.009229963848405,"Big Pathogen","BP","Big",26,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,32.8,"T","untreated nurse"
"R5BP","B10",29.26,29.26,"22-B2",0.091188484910541,"Big Pathogen","BP","Big",27,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,29.26,"T","untreated nurse"
"R5SP","G2",35.63,34.78,"22-D5",0.001261706963543,"Small Pathogen","SP","Small",5,"forager",0.032,33,"Pathogen","untreated",TRUE,FALSE,3,35.205,"T","untreated forager"
"R5BP","D1",32.65,33.7,"20-D5",0.007241441056782,"Big Pathogen","BP","Big",28,"forager",0.129,176,"Pathogen","untreated",TRUE,FALSE,17,33.175,"T","untreated forager"
"R5SP","A4",27.04,26.85,"22-F6",0.241655397623429,"Small Pathogen","SP","Small",6,"nurse",0.003,33,"Pathogen","untreated",TRUE,FALSE,3,26.945,"T","untreated nurse"
"R3BP","E11",33.68,32.86,"12-E11",0.003366216155716,"Big Pathogen","BP","Big",28,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.27,"T","untreated nurse"
"R2SP","F5",32.6,32.16,"9-H1",0.007612126554746,"Small Pathogen","SP","Small",5,"forager",0.341,30,"Pathogen","untreated",TRUE,FALSE,2,32.38,"T","untreated forager"
"R2SP","H8",35.34,34.37,"9-H4",0.001576389378553,"Small Pathogen","SP","Small",6,"nurse",0,30,"Pathogen","untreated",TRUE,FALSE,2,34.855,"T","untreated nurse"
"R2SP","E8",28.29,28.46,"9-E4",0.097294322893145,"Small Pathogen","SP","Small",7,"nurse",0.003,30,"Pathogen","untreated",TRUE,FALSE,2,28.375,"T","untreated nurse"
"R7BP","E9",28.8,28.64,"29-E9",0.093971465543295,"Big Pathogen","BP","Big",20,"nurse",0.004,185,"Pathogen","untreated",TRUE,FALSE,14,28.72,"T","untreated nurse"
"R7SP","B9",34.6,35.01,"30-B9",0.001627340751201,"Small Pathogen","SP","Small",4,"forager",0.417,28,"Pathogen","untreated",TRUE,FALSE,2,34.805,"T","untreated forager"
"R7BP","H8",29.61,30.01,"30-H4",0.041539857272321,"Big Pathogen","BP","Big",21,"forager",0.056,185,"Pathogen","untreated",TRUE,FALSE,14,29.81,"T","untreated forager"
"R7BP","H2",34.18,36.62,"28-H10",0.000950167124756,"Big Pathogen","BP","Big",22,"forager",0.019,185,"Pathogen","untreated",TRUE,FALSE,14,35.4,"T","untreated forager"
"R7SP","F9",34.44,34.51,"30-F9",0.002007508995515,"Small Pathogen","SP","Small",5,"forager",0.27,28,"Pathogen","untreated",TRUE,FALSE,2,34.475,"T","untreated forager"
"R7BP","E4",26.39,26.69,"29-E4",0.414593033241022,"Big Pathogen","BP","Big",23,"forager",0.021,185,"Pathogen","untreated",TRUE,FALSE,14,26.54,"T","untreated forager"
"R7BP","C6",37.16,37.97,"29-C6",0.000227787296399,"Big Pathogen","BP","Big",24,"forager",0.5,185,"Pathogen","untreated",TRUE,FALSE,14,37.565,"F","untreated forager"
"R7BP","B2",36.73,35.55,"28-B10",0.000576248754875,"Big Pathogen","BP","Big",25,"forager",0.162,185,"Pathogen","untreated",TRUE,FALSE,14,36.14,"T","untreated forager"
"R7BP","D6",35.18,34.72,"29-D6",0.001351403377492,"Big Pathogen","BP","Big",26,"forager",0.109,185,"Pathogen","untreated",TRUE,FALSE,14,34.95,"T","untreated forager"
"R1SP","D1",30.95,31.37,"4-D11",0.016542151730075,"Small Pathogen","SP","Small",6,"forager",0.016,35,"Pathogen","untreated",TRUE,FALSE,3,31.16,"T","untreated forager"
"R7BP","C7",34.89,35.36,"29-C7",0.001199602880717,"Big Pathogen","BP","Big",27,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,35.125,"T","untreated nurse"
"R7BP","F8",27.9,28.41,"30-F4",0.127118131329117,"Big Pathogen","BP","Big",28,"forager",0.015,185,"Pathogen","untreated",TRUE,FALSE,14,28.155,"T","untreated forager"
"R7BP","H7",31.43,31.48,"30-H3",0.013666506114489,"Big Pathogen","BP","Big",29,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,31.455,"T","untreated nurse"
"R7BP","D9",32.85,32.01,"29-D9",0.007515346347413,"Big Pathogen","BP","Big",30,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,32.43,"T","untreated nurse"
"R7BP","E10",27.05,27.53,"30-E6",0.228078842362017,"Big Pathogen","BP","Big",31,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,27.29,"T","untreated nurse"
"R7BP","F3",33.53,34.3,"29-F3",0.002734226574611,"Big Pathogen","BP","Big",32,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,33.915,"T","untreated nurse"
"R7BP","G6",34.69,35.13,"30-G2",0.001323168032929,"Big Pathogen","BP","Big",33,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,34.91,"T","untreated nurse"
"R7BP","H5",28.65,29.04,"30-H1",0.079742987116777,"Big Pathogen","BP","Big",34,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,28.845,"T","untreated nurse"
"R7BP","C3",27.62,27.8,"28-C11",0.171717675140408,"Big Pathogen","BP","Big",35,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,27.71,"T","untreated nurse"
"R11SP","C9",31.74,33.35,"49-C5",0.006853564431417,"Small Pathogen","SP","Small",6,"forager",0.067,34,"Pathogen","untreated",TRUE,FALSE,3,32.545,"T","untreated forager"
"R7BP","A7",30.55,30.55,"30-A3",0.025192716530791,"Big Pathogen","BP","Big",36,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,30.55,"T","untreated nurse"
"R11SP","F9",25.96,26.69,"49-F5",0.358511012025895,"Small Pathogen","SP","Small",7,"nurse",0,34,"Pathogen","untreated",TRUE,FALSE,3,26.325,"T","untreated nurse"
"R7BP","H9",34.98,35.33,"30-H5",0.001121263022407,"Big Pathogen","BP","Big",37,"forager",0.062,185,"Pathogen","untreated",TRUE,FALSE,14,35.155,"T","untreated forager"
"R8BP","C6",31.86,31.81,"33-C11",0.011007938638183,"Big Pathogen","BP","Big",33,"nurse",0.003,180,"Pathogen","untreated",TRUE,FALSE,17,31.835,"T","untreated nurse"
"R11SP","F8",29.47,29.96,"49-F4",0.041480644923866,"Small Pathogen","SP","Small",9,"nurse",0,34,"Pathogen","untreated",TRUE,FALSE,3,29.715,"T","untreated nurse"
"R12BP","C1",34.1,34.35,"51-C11",0.004956612867641,"Big Pathogen","BP","Big",32,"forager",0.083,192,"Pathogen","untreated",TRUE,FALSE,16,34.225,"T","untreated forager"
"R8BP","E4",31,31.13,"33-E9",0.018618041756348,"Big Pathogen","BP","Big",34,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,31.065,"T","untreated nurse"
"R12BP","D5",31.29,32.83,"53-D3",0.019758592297117,"Big Pathogen","BP","Big",33,"forager",0.099,192,"Pathogen","untreated",TRUE,FALSE,16,32.06,"T","untreated forager"
"R8BP","F11",29.86,29.98,"34-F11",0.041765722633417,"Big Pathogen","BP","Big",35,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,29.92,"T","untreated nurse"
"R8BP","D5",33.18,33.48,"33-D10",0.003968149263978,"Big Pathogen","BP","Big",36,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,33.33,"T","untreated nurse"
"R12BP","E7",33.63,34.57,"53-E5",0.005368587056734,"Big Pathogen","BP","Big",34,"forager",0.371,192,"Pathogen","untreated",TRUE,FALSE,16,34.1,"T","untreated forager"
"R8BP","B7",31.87,32.85,"34-B7",0.007895142990336,"Big Pathogen","BP","Big",37,"forager",0.639,180,"Pathogen","untreated",TRUE,FALSE,17,32.36,"T","untreated forager"
"R12BP","F11",35.71,36.6,"52-F11",0.000803901797995,"Big Pathogen","BP","Big",35,"forager",0.162,192,"Pathogen","untreated",TRUE,FALSE,16,36.155,"T","untreated forager"
"R8BP","D9",34.47,35.5,"34-D9",0.001315368689871,"Big Pathogen","BP","Big",38,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,34.985,"T","untreated nurse"
"R12BP","C7",23.495,NA,"53-H8",1.48690766415711,"Big Pathogen","BP","Big",36,"nurse",0.003,192,"Pathogen","treated",TRUE,FALSE,16,23.495,"T","treated nurse"
"R8BP","D8",32.18,32.59,"34-D8",0.007761532851107,"Big Pathogen","BP","Big",39,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.385,"T","untreated nurse"
"R12BP","C11",32.44,33.4,"52-C11",0.006347343474862,"Big Pathogen","BP","Big",37,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,32.92,"T","untreated nurse"
"R1SP","C5",29.87,30,"4-H10",0.036062804705483,"Small Pathogen","SP","Small",7,"forager",0.039,35,"Pathogen","untreated",TRUE,FALSE,3,29.935,"T","untreated forager"
"R12BP","C2",35.07,35.82,"51-C12",0.002273824805721,"Big Pathogen","BP","Big",38,"forager",0.06,192,"Pathogen","untreated",TRUE,FALSE,16,35.445,"T","untreated forager"
"R3BP","B6",28.36,28.32,"13-B6",0.107192401300464,"Big Pathogen","BP","Big",30,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,28.34,"T","untreated nurse"
"R8BP","E5",32.92,33.08,"33-E10",0.004970499105762,"Big Pathogen","BP","Big",40,"forager",0.303,180,"Pathogen","untreated",TRUE,FALSE,17,33,"T","untreated forager"
"R12BP","F4",34.19,34.58,"52-F4",0.00249000947684,"Big Pathogen","BP","Big",39,"forager",0.074,192,"Pathogen","untreated",TRUE,FALSE,16,34.385,"T","untreated forager"
"R3BP","G1",35.59,36.02,"12-G1",0.000566178013089,"Big Pathogen","BP","Big",31,"forager",0.109,188,"Pathogen","untreated",TRUE,FALSE,14,35.805,"T","untreated forager"
"R8BP","C6",32.64,32.92,"34-C6",0.005926932756272,"Big Pathogen","BP","Big",41,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.78,"T","untreated nurse"
"R12BP","C1",34.02,34.91,"52-C12",0.00197038231103,"Big Pathogen","BP","Big",40,"forager",0.26,192,"Pathogen","untreated",TRUE,FALSE,16,34.465,"T","untreated forager"
"R12BP","C7",34.26,33.81,"52-C12",0.002636935457568,"Big Pathogen","BP","Big",40,"forager",0.26,192,"Pathogen","untreated",TRUE,FALSE,16,34.035,"T","untreated forager"
"R3BP","G9",34.41,34.71,"11-G10",0.001558748325708,"Big Pathogen","BP","Big",32,"forager",0.41,188,"Pathogen","untreated",TRUE,FALSE,14,34.56,"T","untreated forager"
